xdes, ydes, zdes, vxdes, vydes, vzdes, phides, thetades, psides, x, y, z, vx, vy, vz, phi, theta, psi
0, 0, 0, 0, 0, 0, 0, 0, 0, 0.117512, -0.508144, 0.191283, 0.000983709, 0.000522752, 5.63594e-05, -0.03705, -0.00962847, -0.0464859
0, 0, 0, 0, 0, 0, 0, 0, 0, 0.117444, -0.508149, 0.191282, 0.000116612, 0.000438384, 0.000219035, -0.0369375, -0.00951045, -0.0465907
0, 0, 0, 0, 0, 0, 0, 0, 0, 0.11747, -0.508146, 0.191306, 0.000181512, 0.000766356, 0.000351237, -0.0369139, -0.00945224, -0.0465422
0, 0, 0, 0, 0, 0, 0, 0, 0, 0.117494, -0.508195, 0.191292, 0.000297449, -0.000155869, 0.000111931, -0.0368609, -0.00953607, -0.0466869
0, 0, 0, 0, 0, 0, 0, 0, 0, 0.117494, -0.508195, 0.191292, 0.000297449, -0.000155869, 0.000111931, -0.0368609, -0.00953607, -0.0466869
0, 0, 0, 0, 0, 0, 0, 0, 0, 0.117496, -0.508194, 0.191295, 0.000225587, 4.11958e-05, 0.00024468, -0.0368559, -0.00953317, -0.0466616
0, 0, 0, 0, 0, 0, 0, 0, 0, 0.11741, -0.508164, 0.191316, -0.000946094, 0.000381362, 0.000557963, -0.0369294, -0.00936169, -0.0465789
0, 0, 0, 0, 0, 0, 0, 0, 0, 0.117361, -0.508142, 0.191299, -0.00151858, 0.000895782, 0.000420639, -0.0369365, -0.00928662, -0.0465989
0, 0, 0, 0, 0, 0, 0, 0, 0, 0.117483, -0.508102, 0.191241, -3.74461e-05, 0.00150426, 2.89125e-05, -0.0368357, -0.00930959, -0.0466596
0, 0, 0, 0, 0, 0, 0, 0, 0, 0.117441, -0.508179, 0.19126, -0.000953648, 0.000246253, -2.90513e-05, -0.0367377, -0.00916944, -0.0469339
0, 0, 0, 0, 0, 0, 0, 0, 0, 0.117429, -0.508177, 0.191255, -0.000949329, 0.000196591, -0.000315735, -0.0367141, -0.00917747, -0.0469455
0, 0, 0, 0, 0, 0, 0, 0, 0, 0.117485, -0.508211, 0.191306, -0.000481917, 0.000173345, 0.000405349, -0.0363834, -0.00904162, -0.0471669
0, 0, 0, 0, 0, 0, 0, 0, 0, 0.117479, -0.50821, 0.191314, -0.000496167, 0.000108048, 0.000602326, -0.0363713, -0.0090332, -0.0471421
0, 0, 0, 0, 0, 0, 0, 0, 0, 0.117519, -0.508219, 0.191247, 4.04664e-05, 0.000252796, -0.000343855, -0.0363246, -0.00905968, -0.0471088
0, 0, 0, 0, 0, 0, 0, 0, 0, 0.117519, -0.508219, 0.191247, 4.04664e-05, 0.000252796, -0.000343855, -0.0363246, -0.00905968, -0.0471088
0, 0, 0, 0, 0, 0, 0, 0, 0, 0.117553, -0.508224, 0.191274, 0.000410714, 0.000299924, 0.000152662, -0.0362764, -0.00905349, -0.0470953
0, 0, 0, 0, 0, 0, 0, 0, 0, 0.117557, -0.508185, 0.191203, 0.000645347, 0.000897195, -0.000860417, -0.0363849, -0.0091816, -0.047091
0, 0, 0, 0, 0, 0, 0, 0, 0, 0.117539, -0.508169, 0.191178, 0.000210104, 0.00103823, -0.00114143, -0.0363701, -0.00919446, -0.0470572
0, 0, 0, 0, 0, 0, 0, 0, 0, 0.117473, -0.508123, 0.191165, -0.000454813, 0.00156129, -0.00114866, -0.0363391, -0.00925151, -0.0471771
0, 0, 0, 0, 0, 0, 0, 0, 0, 0.117399, -0.508041, 0.191177, -0.00115871, 0.00242573, -0.00101642, -0.0362572, -0.00915054, -0.0472608
0, 0, 0, 0, 0, 0, 0, 0, 0, 0.11739, -0.508012, 0.191167, -0.000950085, 0.00263616, -0.000959788, -0.036214, -0.00914956, -0.047285
0, 0, 0, 0, 0, 0, 0, 0, 0, 0.117297, -0.508039, 0.191214, -0.00213421, 0.00209807, -0.00014151, -0.0362196, -0.0090336, -0.047333
0, 0, 0, 0, 0, 0, 0, 0, 0, 0.117269, -0.508014, 0.191208, -0.00235759, 0.00231368, -0.000277129, -0.0362216, -0.00909649, -0.0473284
0, 0, 0, 0, 0, 0, 0, 0, 0, 0.117354, -0.508076, 0.191133, -0.0012681, 0.00138521, -0.0012618, -0.0361698, -0.00922918, -0.047343
0, 0, 0, 0, 0, 0, 0, 0, 0, 0.117354, -0.508076, 0.191133, -0.0012681, 0.00138521, -0.0012618, -0.0361698, -0.00922918, -0.047343
0, 0, 0, 0, 0, 0, 0, 0, 0, 0.117352, -0.508061, 0.19111, -0.00113207, 0.00159563, -0.00164849, -0.0362067, -0.00913982, -0.0473729
0, 0, 0, 0, 0, 0, 0, 0, 0, 0.117333, -0.508069, 0.191157, -0.00163609, 0.00142404, -0.00091982, -0.0362446, -0.00912675, -0.047395
0, 0, 0, 0, 0, 0, 0, 0, 0, 0.117294, -0.508098, 0.191166, -0.00214056, 0.000848618, -0.000728162, -0.0363221, -0.00911636, -0.0475615
0, 0, 0, 0, 0, 0, 0, 0, 0, 0.117268, -0.508088, 0.191157, -0.00232698, 0.000951272, -0.000733251, -0.036326, -0.00911093, -0.0475129
0, 0, 0, 0, 0, 0, 0, 0, 0, 0.117377, -0.508129, 0.191123, -0.000573981, 0.000355413, -0.000435969, -0.0364552, -0.00927457, -0.0476767
0, 0, 0, 0, 0, 0, 0, 0, 0, 0.117374, -0.508121, 0.191112, -0.000350331, 0.000648277, -0.00094168, -0.036428, -0.00925211, -0.0476951
0, 0, 0, 0, 0, 0, 0, 0, 0, 0.11735, -0.508091, 0.191181, -0.000639384, 0.00109239, -0.000137714, -0.0365125, -0.00917517, -0.0477146
0, 0, 0, 0, 0, 0, 0, 0, 0, 0.11737, -0.508075, 0.191195, -0.000163912, 0.00135208, 0.00038716, -0.0366036, -0.00905439, -0.0477331
0, 0, 0, 0, 0, 0, 0, 0, 0, 0.11735, -0.508076, 0.19125, -0.000714932, 0.00126437, 0.000680272, -0.0366158, -0.00898377, -0.0476925
0, 0, 0, 0, 0, 0, 0, 0, 0, 0.11735, -0.508076, 0.19125, -0.000714932, 0.00126437, 0.000680272, -0.0366158, -0.00898377, -0.0476925
0, 0, 0, 0, 0, 0, 0, 0, 0, 0.117374, -0.508065, 0.191275, -0.000153645, 0.00130732, 0.000702078, -0.0366773, -0.00889604, -0.0477031
0, 0, 0, 0, 0, 0, 0, 0, 0, 0.117443, -0.508085, 0.191221, 0.000555068, 0.00121322, 7.796e-05, -0.0366544, -0.00892385, -0.0477223
0, 0, 0, 0, 0, 0, 0, 0, 0, 0.117503, -0.508153, 0.191248, 0.000893407, 0.000410898, 0.000581761, -0.036528, -0.0089507, -0.0476663
0, 0, 0, 0, 0, 0, 0, 0, 0, 0.117512, -0.508146, 0.191252, 0.000717807, 0.000635654, 0.000302641, -0.0365029, -0.00893781, -0.0476766
0, 0, 0, 0, 0, 0, 0, 0, 0, 0.117454, -0.508138, 0.191315, -2.07849e-05, 0.000626032, 0.00102113, -0.03644, -0.00887053, -0.0474758
0, 0, 0, 0, 0, 0, 0, 0, 0, 0.117451, -0.508129, 0.191327, -0.000253873, 0.000774162, 0.00111633, -0.0364098, -0.00887262, -0.0475007
0, 0, 0, 0, 0, 0, 0, 0, 0, 0.11738, -0.508131, 0.191338, -0.00130973, 0.000820996, 0.000858187, -0.0363026, -0.00870882, -0.0473347
0, 0, 0, 0, 0, 0, 0, 0, 0, 0.117363, -0.508116, 0.191358, -0.00145306, 0.00122334, 0.00129297, -0.0362503, -0.00870557, -0.0472537
0, 0, 0, 0, 0, 0, 0, 0, 0, 0.117245, -0.508066, 0.191369, -0.00261011, 0.00161693, 0.00127621, -0.0363777, -0.00857334, -0.0471217
0, 0, 0, 0, 0, 0, 0, 0, 0, 0.117245, -0.508066, 0.191369, -0.00261011, 0.00161693, 0.00127621, -0.0363777, -0.00857334, -0.0471217
0, 0, 0, 0, 0, 0, 0, 0, 0, 0.117249, -0.50805, 0.191413, -0.00243125, 0.00196806, 0.00123905, -0.0363043, -0.00849865, -0.0470237
0, 0, 0, 0, 0, 0, 0, 0, 0, 0.117283, -0.508118, 0.191248, -0.00159125, 0.00105405, -0.00126001, -0.0364747, -0.00870632, -0.0471231
0, 0, 0, 0, 0, 0, 0, 0, 0, 0.117306, -0.50814, 0.191178, -0.000893129, 0.000485131, -0.00192567, -0.0364722, -0.00882656, -0.0471366
0, 0, 0, 0, 0, 0, 0, 0, 0, 0.117294, -0.508136, 0.191159, -0.00115451, 0.00045976, -0.00152343, -0.0364679, -0.00883081, -0.047115
0, 0, 0, 0, 0, 0, 0, 0, 0, 0.117288, -0.508085, 0.191225, -0.00121968, 0.0013566, -0.000789353, -0.0364638, -0.00886119, -0.046959
0, 0, 0, 0, 0, 0, 0, 0, 0, 0.117273, -0.508069, 0.191216, -0.00136034, 0.001381, -0.00075091, -0.036456, -0.00884659, -0.0469678
0, 0, 0, 0, 0, 0, 0, 0, 0, 0.11726, -0.508094, 0.191238, -0.00132482, 0.000898779, -0.000521492, -0.0365439, -0.00899617, -0.046908
0, 0, 0, 0, 0, 0, 0, 0, 0, 0.117243, -0.508078, 0.191236, -0.00146622, 0.00132951, -0.000192444, -0.0365658, -0.00895752, -0.0468893
0, 0, 0, 0, 0, 0, 0, 0, 0, 0.117279, -0.50806, 0.191295, -0.000820508, 0.0016749, 0.000456858, -0.0365779, -0.00895483, -0.046768
0, 0, 0, 0, 0, 0, 0, 0, 0, 0.117279, -0.50806, 0.191295, -0.000820508, 0.0016749, 0.000456858, -0.0365779, -0.00895483, -0.046768
0, 0, 0, 0, 0, 0, 0, 0, 0, 0.117259, -0.508037, 0.1913, -0.00084977, 0.00185022, 0.000508876, -0.0365485, -0.00885431, -0.0466692
0, 0, 0, 0, 0, 0, 0, 0, 0, 0.117282, -0.508165, 0.191244, -0.000820911, -0.000151785, 4.54232e-05, -0.0367409, -0.00908046, -0.0467521
0, 0, 0, 0, 0, 0, 0, 0, 0, 0.117263, -0.508159, 0.191244, -0.00119016, 4.2097e-05, 0.000263144, -0.0367514, -0.00902079, -0.0467741
0, 0, 0, 0, 0, 0, 0, 0, 0, 0.117206, -0.508087, 0.191303, -0.00186079, 0.00076876, 0.000928282, -0.0368308, -0.00902884, -0.0466325
0, 0, 0, 0, 0, 0, 0, 0, 0, 0.117225, -0.508054, 0.191316, -0.00134539, 0.00116883, 0.00112508, -0.0368917, -0.00908694, -0.0465675
0, 0, 0, 0, 0, 0, 0, 0, 0, 0.117209, -0.508036, 0.191323, -0.00147552, 0.00153054, 0.000748946, -0.03691, -0.00908093, -0.0466066
0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1172, -0.507995, 0.191307, -0.00166126, 0.00185669, 0.00081214, -0.0369996, -0.00898048, -0.0464856
0, 0, 0, 0, 0, 0, 0, 0, 0, 0.117206, -0.507982, 0.19133, -0.00145698, 0.00154719, 0.00113296, -0.0369892, -0.00899925, -0.0465224
0, 0, 0, 0, 0, 0, 0, 0, 0, 0.117156, -0.508002, 0.191338, -0.00200104, 0.000826125, 0.000750453, -0.0370707, -0.00885647, -0.0464634
0, 0, 0, 0, 0, 0, 0, 0, 0, 0.117156, -0.508002, 0.191338, -0.00200104, 0.000826125, 0.000750453, -0.0370707, -0.00885647, -0.0464634
0, 0, 0, 0, 0, 0, 0, 0, 0, 0.117088, -0.507977, 0.191321, -0.00265823, 0.0010237, 0.000876403, -0.0371653, -0.00879299, -0.0465493
0, 0, 0, 0, 0, 0, 0, 0, 0, 0.117131, -0.507969, 0.191283, -0.00203517, 0.0012478, 0.000624093, -0.0371854, -0.00881468, -0.0464669
0, 0, 0, 0, 0, 0, 0, 0, 0, 0.117172, -0.507965, 0.191336, -0.00117733, 0.00133007, 0.00101908, -0.0371944, -0.00883203, -0.0465092
0, 0, 0, 0, 0, 0, 0, 0, 0, 0.117204, -0.507985, 0.191272, -0.000677357, 0.00113377, -0.000203032, -0.0372019, -0.00892544, -0.0463735
0, 0, 0, 0, 0, 0, 0, 0, 0, 0.117197, -0.507988, 0.191268, -0.00084458, 0.00101774, -0.000111764, -0.0372368, -0.00898995, -0.0462725
0, 0, 0, 0, 0, 0, 0, 0, 0, 0.117186, -0.507974, 0.191265, -0.000952192, 0.00121579, -0.000253503, -0.0372394, -0.00899993, -0.046279
0, 0, 0, 0, 0, 0, 0, 0, 0, 0.117213, -0.50799, 0.191249, -0.000508211, 0.000719374, -0.000105412, -0.0373911, -0.00911673, -0.0461942
0, 0, 0, 0, 0, 0, 0, 0, 0, 0.117132, -0.507958, 0.191186, -0.00162227, 0.000825111, -0.000946812, -0.0375079, -0.00894874, -0.0462691
0, 0, 0, 0, 0, 0, 0, 0, 0, 0.117066, -0.507927, 0.191181, -0.00230146, 0.00106825, -0.000470371, -0.0375842, -0.0088256, -0.0462168
0, 0, 0, 0, 0, 0, 0, 0, 0, 0.117066, -0.507927, 0.191181, -0.00230146, 0.00106825, -0.000470371, -0.0375842, -0.0088256, -0.0462168
0, 0, 0, 0, 0, 0, 0, 0, 0, 0.117085, -0.507925, 0.191202, -0.00166539, 0.000991205, -0.000472515, -0.0376003, -0.00890692, -0.0462518
0, 0, 0, 0, 0, 0, 0, 0, 0, 0.117125, -0.507914, 0.191156, -0.00102233, 0.000979543, -0.000863657, -0.0376357, -0.00895031, -0.0461362
0, 0, 0, 0, 0, 0, 0, 0, 0, 0.117119, -0.507959, 0.191054, -0.000769569, 2.66153e-05, -0.00200971, -0.0378589, -0.00907268, -0.0463335
0, 0, 0, 0, 0, 0, 0, 0, 0, 0.117106, -0.507957, 0.191034, -0.00106284, 0.000180204, -0.00177222, -0.037849, -0.00908379, -0.0463379
0, 0, 0, 0, 0, 0, 0, 0, 0, 0.117143, -0.507913, 0.191075, -0.000491857, 0.000660212, -0.00116849, -0.0379723, -0.00914086, -0.0463592
0, 0, 0, 0, 0, 0, 0, 0, 0, 0.117138, -0.507909, 0.191059, -0.000497557, 0.000432074, -0.00128651, -0.0379663, -0.00911385, -0.0463741
0, 0, 0, 0, 0, 0, 0, 0, 0, 0.117139, -0.507973, 0.191067, -0.000160516, -0.000654687, -0.000833918, -0.03815, -0.00934633, -0.046468
0, 0, 0, 0, 0, 0, 0, 0, 0, 0.117193, -0.507996, 0.191094, 0.000648225, -0.000867765, -0.000397369, -0.0382319, -0.00935825, -0.0465318
0, 0, 0, 0, 0, 0, 0, 0, 0, 0.117193, -0.507996, 0.191094, 0.000648225, -0.000867765, -0.000397369, -0.0382319, -0.00935825, -0.0465318
0, 0, 0, 0, 0, 0, 0, 0, 0, 0.117247, -0.50809, 0.191035, 0.00127379, -0.00188152, -0.000852391, -0.0383499, -0.00956701, -0.0466881
0, 0, 0, 0, 0, 0, 0, 0, 0, 0.117281, -0.508106, 0.191037, 0.0013942, -0.00160584, -0.00100016, -0.0384105, -0.00953766, -0.0467534
0, 0, 0, 0, 0, 0, 0, 0, 0, 0.117271, -0.508042, 0.191079, 0.00130325, -0.000835052, -0.00015172, -0.0382896, -0.00957066, -0.0467273
0, 0, 0, 0, 0, 0, 0, 0, 0, 0.117193, -0.508009, 0.19117, 0.000228758, -0.000294767, 0.00103238, -0.0382553, -0.0093284, -0.046809
0, 0, 0, 0, 0, 0, 0, 0, 0, 0.117197, -0.508016, 0.191181, 0.000323908, -0.000488623, 0.000927594, -0.0382402, -0.00934377, -0.0467695
0, 0, 0, 0, 0, 0, 0, 0, 0, 0.117119, -0.507945, 0.191236, -0.000473629, 4.01749e-05, 0.00168191, -0.03832, -0.00914194, -0.0467754
0, 0, 0, 0, 0, 0, 0, 0, 0, 0.11711, -0.507946, 0.191252, -0.000797991, -1.70543e-05, 0.00147352, -0.0383258, -0.00913228, -0.0468041
0, 0, 0, 0, 0, 0, 0, 0, 0, 0.117173, -0.507999, 0.191192, 0.000147871, -0.000944873, 0.000913532, -0.0383889, -0.0092409, -0.0470274
0, 0, 0, 0, 0, 0, 0, 0, 0, 0.117167, -0.50801, 0.1912, -0.000111467, -0.000961921, 0.00126276, -0.0384134, -0.00922816, -0.047026
0, 0, 0, 0, 0, 0, 0, 0, 0, 0.117219, -0.507989, 0.191176, 0.000420662, -0.000454082, 0.000650613, -0.0383999, -0.00928293, -0.0470436
0, 0, 0, 0, 0, 0, 0, 0, 0, 0.117219, -0.507989, 0.191176, 0.000420662, -0.000454082, 0.000650613, -0.0383999, -0.00928293, -0.0470436
0, 0, 0, 0, 0, 0, 0, 0, 0, 0.117213, -0.507998, 0.191172, 0.00037667, -0.000829856, 0.00044365, -0.0383553, -0.00920238, -0.0470269
0, 0, 0, 0, 0, 0, 0, 0, 0, 0.117261, -0.508098, 0.191087, 0.000762527, -0.00177109, -0.000542555, -0.0383644, -0.0094622, -0.0472286
0, 0, 0, 0, 0, 0, 0, 0, 0, 0.117278, -0.508115, 0.191081, 0.000971485, -0.00151675, -0.000801304, -0.0382847, -0.00943173, -0.0471786
0, 0, 0, 0, 0, 0, 0, 0, 0, 0.117215, -0.508021, 0.191095, 0.000139303, -0.000430044, -8.37344e-05, -0.0382226, -0.00923715, -0.0472195
0, 0, 0, 0, 0, 0, 0, 0, 0, 0.117237, -0.507977, 0.19109, 0.000264565, 0.000367663, 0.000105109, -0.0380707, -0.00928658, -0.0472013
0, 0, 0, 0, 0, 0, 0, 0, 0, 0.117238, -0.507975, 0.191098, 0.000154131, 0.000354136, 0.000608895, -0.0380681, -0.00928813, -0.0471706
0, 0, 0, 0, 0, 0, 0, 0, 0, 0.117268, -0.507954, 0.191093, 0.000585912, 0.000656032, 0.000914056, -0.0379239, -0.0093348, -0.0470913
0, 0, 0, 0, 0, 0, 0, 0, 0, 0.117278, -0.507945, 0.191106, 0.000789915, 0.000795934, 0.00104765, -0.0378982, -0.00933494, -0.0470338
0, 0, 0, 0, 0, 0, 0, 0, 0, 0.117276, -0.507907, 0.191121, 0.000608418, 0.00145898, 0.00128071, -0.0378468, -0.00930633, -0.0470835
0, 0, 0, 0, 0, 0, 0, 0, 0, 0.117276, -0.507907, 0.191121, 0.000608418, 0.00145898, 0.00128071, -0.0378468, -0.00930633, -0.0470835
0, 0, 0, 0, 0, 0, 0, 0, 0, 0.11726, -0.507886, 0.191113, 0.000282583, 0.00155412, 0.000851208, -0.0377533, -0.00922814, -0.0469762
0, 0, 0, 0, 0, 0, 0, 0, 0, 0.117268, -0.50791, 0.191108, 0.000151275, 0.00139603, 0.000620986, -0.0377557, -0.00924973, -0.0469546
0, 0, 0, 0, 0, 0, 0, 0, 0, 0.117206, -0.50792, 0.191129, -0.000977787, 0.00113156, 0.000870716, -0.0377122, -0.00906663, -0.0469106
0, 0, 0, 0, 0, 0, 0, 0, 0, 0.117197, -0.507905, 0.191139, -0.000848329, 0.00122675, 0.000927318, -0.0376899, -0.00904234, -0.0469177
0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1172, -0.507954, 0.191132, -0.000923278, 0.000323307, 0.000588228, -0.0376105, -0.00913102, -0.0468201
0, 0, 0, 0, 0, 0, 0, 0, 0, 0.117191, -0.507952, 0.191141, -0.000873421, 0.000141284, 0.000708625, -0.037609, -0.00909931, -0.0468343
0, 0, 0, 0, 0, 0, 0, 0, 0, 0.117232, -0.508024, 0.191102, -0.000539537, -0.000488966, 3.8482e-05, -0.0376772, -0.00920534, -0.046865
0, 0, 0, 0, 0, 0, 0, 0, 0, 0.117224, -0.50803, 0.191099, -0.00066882, -0.000520625, 1.19267e-05, -0.0377152, -0.00919987, -0.046878
0, 0, 0, 0, 0, 0, 0, 0, 0, 0.117268, -0.508065, 0.191132, -0.000164836, -0.000611748, 0.000256321, -0.0375985, -0.00916082, -0.0468628
0, 0, 0, 0, 0, 0, 0, 0, 0, 0.117268, -0.508065, 0.191132, -0.000164836, -0.000611748, 0.000256321, -0.0375985, -0.00916082, -0.0468628
0, 0, 0, 0, 0, 0, 0, 0, 0, 0.117295, -0.508077, 0.191155, 0.000159494, -0.000405945, 0.000404747, -0.0375361, -0.00915288, -0.0467911
0, 0, 0, 0, 0, 0, 0, 0, 0, 0.117253, -0.508042, 0.191173, -0.000242945, -4.32069e-05, 0.0007718, -0.0374733, -0.00905323, -0.0469719
0, 0, 0, 0, 0, 0, 0, 0, 0, 0.117255, -0.508045, 0.191186, -0.000316472, -0.000266004, 0.000841478, -0.0373887, -0.00904529, -0.0468896
0, 0, 0, 0, 0, 0, 0, 0, 0, 0.117202, -0.508064, 0.191238, -0.00105654, -0.000454992, 0.00125749, -0.0374788, -0.0090303, -0.0468363
0, 0, 0, 0, 0, 0, 0, 0, 0, 0.117194, -0.50802, 0.191264, -0.000866981, 0.000224156, 0.00140943, -0.0374615, -0.00907061, -0.046701
0, 0, 0, 0, 0, 0, 0, 0, 0, 0.117181, -0.508017, 0.191276, -0.00106424, 0.000328741, 0.00125891, -0.0374282, -0.00907838, -0.0467152
0, 0, 0, 0, 0, 0, 0, 0, 0, 0.117275, -0.508026, 0.191243, 0.000148679, 0.000353035, 0.00122048, -0.0373161, -0.00912348, -0.0467564
0, 0, 0, 0, 0, 0, 0, 0, 0, 0.117241, -0.508012, 0.191227, -0.000270949, 0.00053219, 0.000982912, -0.0372858, -0.00903244, -0.0466422
