xdes, ydes, zdes, vxdes, vydes, vzdes, phides, thetades, psides, x, y, z, vx, vy, vz, phi, theta, psi
0, 0, 0, 0, 0, 0, 3.1513e-05, 0.000332671, -0.309401, 8.98895e-06, 5.3257e-05, -9.11988e-05, 0.000909604, -9.12701e-05, -9.95638e-05, -0.0198441, -0.00578496, 0.0978357
0, 0, 0, 0, 0, 0, 3.1513e-05, 0.000332671, -0.309401, 4.04405e-06, 5.30288e-05, -9.70969e-05, 0.000745866, -0.000237884, -0.000281177, -0.0198325, -0.00581163, 0.0979083
0, 0, 0, 0, 0, 0, 5.71988e-05, 0.000373705, -0.309386, -5.82788e-06, 5.68437e-05, -0.000109845, 0.000436705, -0.000185304, -0.000546691, -0.0198027, -0.00581195, 0.0979428
0, 0, 0, 0, 0, 0, 0.000110635, 0.000299072, -0.309615, -2.25584e-05, 6.32728e-05, -0.000121367, 0.000118119, -4.40915e-05, -0.000626358, -0.01987, -0.00579253, 0.0979533
0, 0, 0, 0, 0, 0, 7.51036e-05, 0.000171416, -0.309725, -3.8985e-05, 6.52259e-05, -0.000124982, 1.5103e-05, -0.000142072, -0.000393791, -0.0198061, -0.00582257, 0.0978497
0, 0, 0, 0, 0, 0, 1.82021e-06, 4.13853e-05, -0.309758, -5.9163e-05, 6.78026e-05, -0.000119548, -0.000215417, -7.55099e-05, -1.18506e-05, -0.0198155, -0.00581037, 0.0978815
0, 0, 0, 0, 0, 0, 3.66818e-05, -9.97661e-06, -0.30943, -7.1646e-05, 6.97412e-05, -0.000101003, -6.59841e-05, -5.54418e-06, 0.000560301, -0.0197863, -0.00573364, 0.0978745
0, 0, 0, 0, 0, 0, -1.33499e-06, -0.000108177, -0.309531, -7.52444e-05, 6.72891e-05, -7.38983e-05, 0.000268204, -0.000104002, 0.00105852, -0.019856, -0.00578426, 0.0979002
0, 0, 0, 0, 0, 0, -2.50187e-05, -4.80672e-05, -0.309509, -7.52444e-05, 6.72891e-05, -7.38983e-05, 0.000268204, -0.000104002, 0.00105852, -0.019856, -0.00578426, 0.0979002
0, 0, 0, 0, 0, 0, 2.9481e-05, 8.37635e-05, -0.30959, -7.31373e-05, 6.67441e-05, -5.31849e-05, 0.000486732, -2.83066e-05, 0.00100189, -0.0198654, -0.00571024, 0.0978395
0, 0, 0, 0, 0, 0, 7.47273e-06, 0.000177079, -0.309398, -6.91786e-05, 6.94818e-05, -3.86228e-05, 0.000546334, 0.000164445, 0.000849007, -0.0198571, -0.00570927, 0.0978574
